Index;scenario;dwt_30;dwt_50;dwt_70;dwt_90;dwt_110;dwt_130;stripWidth;vol;peat;location;crit35a
0;rovaniemi_other_P1_vol_45;-0.280044109;-0.378684921;-0.489851531;-0.5483663;-0.5931702;-0.618535781;40;45;other_P1;Rovaniemi;-0.441839649
1;rovaniemi_other_P1_vol_90;-0.335785247;-0.42582456;-0.536372878;-0.600405318;-0.646882721;-0.673399372;40;90;other_P1;Rovaniemi;-0.331574548
2;rovaniemi_other_P1_vol_130;-0.371756212;-0.456802733;-0.56321577;-0.632139243;-0.68061978;-0.708164655;40;130;other_P1;Rovaniemi;-0.3
3;rovaniemi_other_P1_vol_175;-0.383548342;-0.474090465;-0.574315517;-0.645067212;-0.694609137;-0.722638;40;175;other_P1;Rovaniemi;-0.3
4;ylitornio_other_P1_vol_45;-0.263426622;-0.367941404;-0.454419386;-0.507450844;-0.532168259;-0.55029398;40;45;other_P1;Ylitornio;-0.465667241
5;ylitornio_other_P1_vol_90;-0.30543739;-0.400120632;-0.493590722;-0.541566086;-0.577184659;-0.601525674;40;90;other_P1;Ylitornio;-0.394129878
6;ylitornio_other_P1_vol_130;-0.330169305;-0.418069572;-0.512174634;-0.566804087;-0.609959292;-0.634277858;40;130;other_P1;Ylitornio;-0.345120898
7;ylitornio_other_P1_vol_175;-0.339674044;-0.428073045;-0.520293845;-0.578541074;-0.623147622;-0.647528953;40;175;other_P1;Ylitornio;-0.323362155
8;hyrynsalmi_other_P1_vol_45;-0.276427175;-0.383596588;-0.494356674;-0.564968578;-0.59449922;-0.60862234;40;45;other_P1;Hyrynsalmi;-0.437301909
9;hyrynsalmi_other_P1_vol_90;-0.329278629;-0.429615177;-0.532118544;-0.604659622;-0.639836827;-0.65752978;40;90;other_P1;Hyrynsalmi;-0.341303735
10;hyrynsalmi_other_P1_vol_130;-0.366373144;-0.459607009;-0.554510056;-0.629712418;-0.668422469;-0.684769223;40;130;other_P1;Hyrynsalmi;-0.3
11;hyrynsalmi_other_P1_vol_175;-0.383043017;-0.470842873;-0.564711034;-0.640616883;-0.678946061;-0.695326974;40;175;other_P1;Hyrynsalmi;-0.3
12;siikajoki_other_P1_vol_45;-0.313444479;-0.421144125;-0.54570851;-0.642651877;-0.68677762;-0.708680498;40;45;other_P1;Siikajoki;-0.367884199
13;siikajoki_other_P1_vol_90;-0.366100539;-0.478548139;-0.598540789;-0.693146456;-0.737652128;-0.760902132;40;90;other_P1;Siikajoki;-0.3
14;siikajoki_other_P1_vol_130;-0.410708859;-0.510290801;-0.626274964;-0.723161044;-0.768996848;-0.794609161;40;130;other_P1;Siikajoki;-0.3
15;siikajoki_other_P1_vol_175;-0.434795416;-0.524075848;-0.638151178;-0.736061659;-0.783521604;-0.808392515;40;175;other_P1;Siikajoki;-0.3
16;ilomantsi_other_P1_vol_45;-0.271874231;-0.380065094;-0.481308372;-0.551177345;-0.584804997;-0.597594457;40;45;other_P1;Ilomantsi;-0.44442212
17;ilomantsi_other_P1_vol_90;-0.324526508;-0.432487988;-0.521457169;-0.592816744;-0.62494936;-0.637139746;40;90;other_P1;Ilomantsi;-0.347189964
18;ilomantsi_other_P1_vol_130;-0.376727999;-0.464332328;-0.549360195;-0.617652325;-0.647293229;-0.664113707;40;130;other_P1;Ilomantsi;-0.3
19;ilomantsi_other_P1_vol_175;-0.392906096;-0.478089321;-0.561249;-0.627922673;-0.65679875;-0.676719959;40;175;other_P1;Ilomantsi;-0.3
20;viitasaari_other_P1_vol_45;-0.273731853;-0.373327971;-0.485102839;-0.544722347;-0.57874906;-0.598717139;40;45;other_P1;Viitasaari;-0.453154859
21;viitasaari_other_P1_vol_90;-0.337294874;-0.417502203;-0.529919751;-0.597516098;-0.62928476;-0.650167478;40;90;other_P1;Viitasaari;-0.331680711
22;viitasaari_other_P1_vol_130;-0.376093596;-0.459511924;-0.558090218;-0.626034311;-0.661663983;-0.682650503;40;130;other_P1;Viitasaari;-0.3
23;viitasaari_other_P1_vol_175;-0.390510893;-0.472752587;-0.571000098;-0.640824333;-0.674418198;-0.695965936;40;175;other_P1;Viitasaari;-0.3
24;laihia_other_P1_vol_45;-0.288197232;-0.394251699;-0.528519649;-0.63392504;-0.688511831;-0.712015255;40;45;other_P1;Laihia;-0.416549109
25;laihia_other_P1_vol_90;-0.345790169;-0.452373554;-0.585850631;-0.687170201;-0.739190725;-0.765698414;40;90;other_P1;Laihia;-0.307899601
26;laihia_other_P1_vol_130;-0.387592601;-0.498498444;-0.624765514;-0.717084905;-0.774484757;-0.801492905;40;130;other_P1;Laihia;-0.3
27;laihia_other_P1_vol_175;-0.405230454;-0.518954763;-0.641835026;-0.730895623;-0.788583425;-0.816110626;40;175;other_P1;Laihia;-0.3
28;kankaanpaa_other_P1_vol_45;-0.268785377;-0.38218944;-0.480573332;-0.554623384;-0.593891103;-0.608480159;40;45;other_P1;Kankaanpaa;-0.443230535
29;kankaanpaa_other_P1_vol_90;-0.337972855;-0.430302979;-0.530924641;-0.604595734;-0.640895407;-0.657065076;40;90;other_P1;Kankaanpaa;-0.326052483
30;kankaanpaa_other_P1_vol_130;-0.380263668;-0.463239536;-0.561477886;-0.635243542;-0.679297009;-0.698273453;40;130;other_P1;Kankaanpaa;-0.3
31;kankaanpaa_other_P1_vol_175;-0.403002443;-0.47808991;-0.575030236;-0.649722153;-0.693906511;-0.712420974;40;175;other_P1;Kankaanpaa;-0.3
32;juva_other_P1_vol_45;-0.301185043;-0.416529191;-0.521868589;-0.601214208;-0.64171677;-0.663622967;40;45;other_P1;Juva;-0.384642278
33;juva_other_P1_vol_90;-0.370998734;-0.477814964;-0.576781746;-0.660136304;-0.699106013;-0.719351148;40;90;other_P1;Juva;-0.3
34;juva_other_P1_vol_130;-0.419761182;-0.517812657;-0.612908065;-0.693036292;-0.730669715;-0.750892311;40;130;other_P1;Juva;-0.3
35;juva_other_P1_vol_175;-0.439333224;-0.536232829;-0.628866235;-0.704988774;-0.74282518;-0.763101845;40;175;other_P1;Juva;-0.3
36;lohja_other_P1_vol_45;-0.322384279;-0.427056004;-0.547806131;-0.625743195;-0.65894978;-0.673785781;40;45;other_P1;Lohja;-0.352766344
37;lohja_other_P1_vol_90;-0.396579187;-0.494028806;-0.603805658;-0.676644799;-0.708247911;-0.727760691;40;90;other_P1;Lohja;-0.3
38;lohja_other_P1_vol_130;-0.454290933;-0.541617996;-0.639804668;-0.706908953;-0.74047535;-0.760161706;40;130;other_P1;Lohja;-0.3
39;lohja_other_P1_vol_175;-0.478666874;-0.566253283;-0.657584349;-0.719769977;-0.754249925;-0.773969443;40;175;other_P1;Lohja;-0.3
40;rovaniemi_sphagnum_P1_vol_45;-0.233190819;-0.299712166;-0.376294079;-0.435533108;-0.465059823;-0.478753129;40;45;sphagnum_P1;Rovaniemi;-0.631330838
41;rovaniemi_sphagnum_P1_vol_90;-0.295855146;-0.360176593;-0.43194204;-0.479671334;-0.510984034;-0.53702362;40;90;sphagnum_P1;Rovaniemi;-0.468357077
42;rovaniemi_sphagnum_P1_vol_130;-0.338577647;-0.395862126;-0.46108969;-0.509380699;-0.550074941;-0.579430159;40;130;sphagnum_P1;Rovaniemi;-0.339879399
43;rovaniemi_sphagnum_P1_vol_175;-0.351303301;-0.408532928;-0.474143978;-0.522468789;-0.56827762;-0.599723728;40;175;sphagnum_P1;Rovaniemi;-0.3
44;ylitornio_sphagnum_P1_vol_45;-0.202170032;-0.266443136;-0.332598456;-0.385933464;-0.415571346;-0.441386336;40;45;sphagnum_P1;Ylitornio;-0.765253741
45;ylitornio_sphagnum_P1_vol_90;-0.239266629;-0.322070242;-0.393140924;-0.435994491;-0.471333533;-0.485370717;40;90;sphagnum_P1;Ylitornio;-0.57859713
46;ylitornio_sphagnum_P1_vol_130;-0.284674982;-0.354465362;-0.417199733;-0.465627008;-0.491460796;-0.507201551;40;130;sphagnum_P1;Ylitornio;-0.487203503
47;ylitornio_sphagnum_P1_vol_175;-0.296366869;-0.363475417;-0.42587975;-0.473765489;-0.500710236;-0.519413159;40;175;sphagnum_P1;Ylitornio;-0.459839939
48;hyrynsalmi_sphagnum_P1_vol_45;-0.205488444;-0.284438202;-0.366192657;-0.428615271;-0.468505466;-0.485469482;40;45;sphagnum_P1;Hyrynsalmi;-0.660387096
49;hyrynsalmi_sphagnum_P1_vol_90;-0.261136525;-0.354876829;-0.426232438;-0.480786231;-0.517863064;-0.534789535;40;90;sphagnum_P1;Hyrynsalmi;-0.489595022
50;hyrynsalmi_sphagnum_P1_vol_130;-0.296869232;-0.387061903;-0.457964083;-0.516103351;-0.548259713;-0.565470507;40;130;sphagnum_P1;Hyrynsalmi;-0.417816154
51;hyrynsalmi_sphagnum_P1_vol_175;-0.319524135;-0.399835769;-0.472135931;-0.528722285;-0.560635672;-0.577983724;40;175;sphagnum_P1;Hyrynsalmi;-0.375894023
52;siikajoki_sphagnum_P1_vol_45;-0.25785303;-0.342986586;-0.428363666;-0.494605325;-0.540317765;-0.574590405;40;45;sphagnum_P1;Siikajoki;-0.516429266
53;siikajoki_sphagnum_P1_vol_90;-0.322178843;-0.399805288;-0.486511961;-0.552793974;-0.605064263;-0.633372964;40;90;sphagnum_P1;Siikajoki;-0.371679585
54;siikajoki_sphagnum_P1_vol_130;-0.35583883;-0.433826225;-0.523109208;-0.592761386;-0.641774442;-0.662123943;40;130;sphagnum_P1;Siikajoki;-0.3
55;siikajoki_sphagnum_P1_vol_175;-0.388743082;-0.447214919;-0.53678494;-0.609522074;-0.653384555;-0.678621515;40;175;sphagnum_P1;Siikajoki;-0.3
56;ilomantsi_sphagnum_P1_vol_45;-0.225733602;-0.290767926;-0.359340058;-0.405215111;-0.433935865;-0.447475667;40;45;sphagnum_P1;Ilomantsi;-0.672758444
57;ilomantsi_sphagnum_P1_vol_90;-0.290981694;-0.346042993;-0.408568942;-0.453680819;-0.483512266;-0.498774657;40;90;sphagnum_P1;Ilomantsi;-0.512657167
58;ilomantsi_sphagnum_P1_vol_130;-0.323253058;-0.387508583;-0.432056845;-0.477447961;-0.507295043;-0.522672635;40;130;sphagnum_P1;Ilomantsi;-0.383251804
59;ilomantsi_sphagnum_P1_vol_175;-0.35099993;-0.399742299;-0.442225049;-0.486746174;-0.517755133;-0.532093952;40;175;sphagnum_P1;Ilomantsi;-0.3
60;viitasaari_sphagnum_P1_vol_45;-0.215847851;-0.288015708;-0.346859532;-0.387408036;-0.414176849;-0.426213223;40;45;sphagnum_P1;Viitasaari;-0.715489933
61;viitasaari_sphagnum_P1_vol_90;-0.274781959;-0.333909692;-0.414062499;-0.458269644;-0.484787472;-0.497095797;40;90;sphagnum_P1;Viitasaari;-0.540149082
62;viitasaari_sphagnum_P1_vol_130;-0.297933864;-0.379767586;-0.447515926;-0.489220819;-0.514768869;-0.544443731;40;130;sphagnum_P1;Viitasaari;-0.427248608
63;viitasaari_sphagnum_P1_vol_175;-0.31398643;-0.394583602;-0.460538508;-0.501581113;-0.526800095;-0.557944056;40;175;sphagnum_P1;Viitasaari;-0.389366833
64;laihia_sphagnum_P1_vol_45;-0.230040503;-0.309312623;-0.4085799;-0.474807095;-0.519687057;-0.559676969;40;45;sphagnum_P1;Laihia;-0.581975407
65;laihia_sphagnum_P1_vol_90;-0.306272492;-0.381655883;-0.471029275;-0.546147282;-0.610258261;-0.641441533;40;90;sphagnum_P1;Laihia;-0.41601364
66;laihia_sphagnum_P1_vol_130;-0.351211338;-0.436204196;-0.502738824;-0.596339557;-0.658709041;-0.688997756;40;130;sphagnum_P1;Laihia;-0.3
67;laihia_sphagnum_P1_vol_175;-0.369000199;-0.458238144;-0.517083638;-0.612081039;-0.677647609;-0.706884774;40;175;sphagnum_P1;Laihia;-0.3
68;kankaanpaa_sphagnum_P1_vol_45;-0.198429496;-0.268765924;-0.336774269;-0.393076786;-0.442919482;-0.460587678;40;45;sphagnum_P1;Kankaanpaa;-0.746980958
69;kankaanpaa_sphagnum_P1_vol_90;-0.264287566;-0.350443235;-0.432175953;-0.485815346;-0.531317552;-0.56135439;40;90;sphagnum_P1;Kankaanpaa;-0.498971083
70;kankaanpaa_sphagnum_P1_vol_130;-0.320608234;-0.405059839;-0.468767245;-0.533836347;-0.578061024;-0.59828748;40;130;sphagnum_P1;Kankaanpaa;-0.369606175
71;kankaanpaa_sphagnum_P1_vol_175;-0.351610753;-0.419835789;-0.485020208;-0.549257996;-0.598347688;-0.614130847;40;175;sphagnum_P1;Kankaanpaa;-0.3
72;juva_sphagnum_P1_vol_45;-0.226258346;-0.315580449;-0.407581931;-0.470637018;-0.512912247;-0.530605113;40;45;sphagnum_P1;Juva;-0.574823906
73;juva_sphagnum_P1_vol_90;-0.316226475;-0.400554721;-0.481275717;-0.533020216;-0.572358585;-0.595706039;40;90;sphagnum_P1;Juva;-0.380100148
74;juva_sphagnum_P1_vol_130;-0.37051337;-0.437009445;-0.520071547;-0.576078749;-0.613979248;-0.638283845;40;130;sphagnum_P1;Juva;-0.3
75;juva_sphagnum_P1_vol_175;-0.39695483;-0.450866585;-0.533087285;-0.595079119;-0.63224058;-0.654741195;40;175;sphagnum_P1;Juva;-0.3
76;lohja_sphagnum_P1_vol_45;-0.276162575;-0.344491963;-0.429937647;-0.488861786;-0.529296767;-0.552881962;40;45;sphagnum_P1;Lohja;-0.512892487
77;lohja_sphagnum_P1_vol_90;-0.345746999;-0.419341918;-0.491193583;-0.557557879;-0.596070507;-0.616711577;40;90;sphagnum_P1;Lohja;-0.311557866
78;lohja_sphagnum_P1_vol_130;-0.406924872;-0.465786055;-0.539491273;-0.596484191;-0.631098535;-0.653807196;40;130;sphagnum_P1;Lohja;-0.3
79;lohja_sphagnum_P1_vol_175;-0.432741133;-0.493760632;-0.560600187;-0.614818178;-0.651567242;-0.671080065;40;175;sphagnum_P1;Lohja;-0.3
80;rovaniemi_other_P2_vol_45;-0.267214748;-0.329958436;-0.387668815;-0.444883896;-0.481784159;-0.498842946;40;45;other_P2;Rovaniemi;-0.569455666
81;rovaniemi_other_P2_vol_90;-0.328296288;-0.381831815;-0.44805618;-0.502680421;-0.536741229;-0.554468664;40;90;other_P2;Rovaniemi;-0.381081529
82;rovaniemi_other_P2_vol_130;-0.366283754;-0.4182946;-0.490357395;-0.545155897;-0.58342919;-0.600935441;40;130;other_P2;Rovaniemi;-0.3
83;rovaniemi_other_P2_vol_175;-0.379373672;-0.43218185;-0.508335092;-0.563828976;-0.600414742;-0.619809886;40;175;other_P2;Rovaniemi;-0.3
84;ylitornio_other_P2_vol_45;-0.249453537;-0.310938701;-0.370544646;-0.413982534;-0.444954773;-0.460184804;40;45;other_P2;Ylitornio;-0.631065111
85;ylitornio_other_P2_vol_90;-0.293261567;-0.353867864;-0.410507047;-0.456561966;-0.499266308;-0.514839674;40;90;other_P2;Ylitornio;-0.487236099
86;ylitornio_other_P2_vol_130;-0.319403765;-0.376393956;-0.43330034;-0.487360893;-0.523253721;-0.537553891;40;130;other_P2;Ylitornio;-0.407373688
87;ylitornio_other_P2_vol_175;-0.329754469;-0.385716481;-0.443922149;-0.499858409;-0.532885434;-0.548692227;40;175;other_P2;Ylitornio;-0.37235455
88;hyrynsalmi_other_P2_vol_45;-0.251476329;-0.323482075;-0.397985911;-0.454113675;-0.494454104;-0.517300893;40;45;other_P2;Hyrynsalmi;-0.571185395
89;hyrynsalmi_other_P2_vol_90;-0.315534052;-0.381737072;-0.452589552;-0.50693147;-0.547878232;-0.568939607;40;90;other_P2;Hyrynsalmi;-0.404121981
90;hyrynsalmi_other_P2_vol_130;-0.356058298;-0.419386461;-0.485636753;-0.53917773;-0.576326005;-0.59747814;40;130;other_P2;Hyrynsalmi;-0.3
91;hyrynsalmi_other_P2_vol_175;-0.374295127;-0.434179515;-0.499545474;-0.552398546;-0.588904708;-0.610540158;40;175;other_P2;Hyrynsalmi;-0.3
92;siikajoki_other_P2_vol_45;-0.300868827;-0.362026415;-0.441958877;-0.508853565;-0.557614424;-0.589617451;40;45;other_P2;Siikajoki;-0.460670735
93;siikajoki_other_P2_vol_90;-0.363637622;-0.423546477;-0.502438516;-0.573241541;-0.625126207;-0.657327822;40;90;other_P2;Siikajoki;-0.3
94;siikajoki_other_P2_vol_130;-0.412041895;-0.464564564;-0.54862377;-0.613940389;-0.665854275;-0.693510899;40;130;other_P2;Siikajoki;-0.3
95;siikajoki_other_P2_vol_175;-0.441563056;-0.484870123;-0.564148318;-0.631322348;-0.682821247;-0.706171891;40;175;other_P2;Siikajoki;-0.3
96;ilomantsi_other_P2_vol_45;-0.258089402;-0.322321929;-0.374421515;-0.416912733;-0.448676168;-0.463963056;40;45;other_P2;Ilomantsi;-0.606250637
97;ilomantsi_other_P2_vol_90;-0.317508581;-0.375976522;-0.436595835;-0.479741198;-0.523020982;-0.53988844;40;90;other_P2;Ilomantsi;-0.411142682
98;ilomantsi_other_P2_vol_130;-0.370226853;-0.420009522;-0.472238534;-0.528173153;-0.560348649;-0.577139176;40;130;other_P2;Ilomantsi;-0.3
99;ilomantsi_other_P2_vol_175;-0.387846559;-0.436460922;-0.498423728;-0.543793468;-0.57559825;-0.592226988;40;175;other_P2;Ilomantsi;-0.3
100;viitasaari_other_P2_vol_45;-0.262027307;-0.311619049;-0.369062584;-0.436857276;-0.465144997;-0.477385877;40;45;other_P2;Viitasaari;-0.633630185
101;viitasaari_other_P2_vol_90;-0.310300675;-0.380577981;-0.442726403;-0.496393852;-0.523907627;-0.53893554;40;90;other_P2;Viitasaari;-0.412979075
102;viitasaari_other_P2_vol_130;-0.357257137;-0.41840194;-0.483226155;-0.533062204;-0.560796969;-0.599480333;40;130;other_P2;Viitasaari;-0.3
103;viitasaari_other_P2_vol_175;-0.374121686;-0.437757402;-0.500435868;-0.548466933;-0.593944762;-0.615858164;40;175;other_P2;Viitasaari;-0.3
104;laihia_other_P2_vol_45;-0.272867526;-0.337168806;-0.410840002;-0.481654674;-0.543400158;-0.571900097;40;45;other_P2;Laihia;-0.534833679
105;laihia_other_P2_vol_90;-0.341716797;-0.403222865;-0.491722783;-0.558408109;-0.625907132;-0.653388658;40;90;other_P2;Laihia;-0.326934588
106;laihia_other_P2_vol_130;-0.381961002;-0.455661351;-0.527573606;-0.611584072;-0.668315181;-0.704164138;40;130;other_P2;Laihia;-0.3
107;laihia_other_P2_vol_175;-0.402536161;-0.478759673;-0.542486269;-0.631858303;-0.688036793;-0.726469664;40;175;other_P2;Laihia;-0.3
108;kankaanpaa_other_P2_vol_45;-0.247408588;-0.318622958;-0.388311051;-0.435356668;-0.468112841;-0.487199176;40;45;other_P2;Kankaanpaa;-0.590049937
109;kankaanpaa_other_P2_vol_90;-0.327892662;-0.392306271;-0.449331305;-0.497972657;-0.547985247;-0.568221385;40;90;other_P2;Kankaanpaa;-0.368641824
110;kankaanpaa_other_P2_vol_130;-0.378457808;-0.434916579;-0.487452973;-0.550572853;-0.585748885;-0.607598512;40;130;other_P2;Kankaanpaa;-0.3
111;kankaanpaa_other_P2_vol_175;-0.401151101;-0.452263728;-0.50545876;-0.567361517;-0.601977181;-0.628742842;40;175;other_P2;Kankaanpaa;-0.3
112;juva_other_P2_vol_45;-0.290100891;-0.357738366;-0.42870856;-0.484201693;-0.523984246;-0.548584949;40;45;other_P2;Juva;-0.477118111
113;juva_other_P2_vol_90;-0.362334702;-0.429710634;-0.504699418;-0.55361171;-0.589104707;-0.614588532;40;90;other_P2;Juva;-0.3
114;juva_other_P2_vol_130;-0.417759628;-0.478281623;-0.558152271;-0.604645455;-0.64087554;-0.665952005;40;130;other_P2;Juva;-0.3
115;juva_other_P2_vol_175;-0.443191341;-0.511732902;-0.578209857;-0.624960146;-0.663530167;-0.687079239;40;175;other_P2;Juva;-0.3
116;lohja_other_P2_vol_45;-0.32240211;-0.378935564;-0.449076854;-0.505939829;-0.547476525;-0.574676757;40;45;other_P2;Lohja;-0.397633836
117;lohja_other_P2_vol_90;-0.403725519;-0.460493804;-0.528019317;-0.585090609;-0.622558433;-0.644123304;40;90;other_P2;Lohja;-0.3
118;lohja_other_P2_vol_130;-0.46565922;-0.519182475;-0.58104698;-0.62920925;-0.66329243;-0.691395373;40;130;other_P2;Lohja;-0.3
119;lohja_other_P2_vol_175;-0.493483982;-0.543729498;-0.605010244;-0.650214668;-0.684116917;-0.709857997;40;175;other_P2;Lohja;-0.3
120;rovaniemi_sphagnum_P2_vol_45;-0.213361778;-0.259561683;-0.298151063;-0.341830668;-0.377635311;-0.400464549;40;45;sphagnum_P2;Rovaniemi;-0.945632808
121;rovaniemi_sphagnum_P2_vol_90;-0.285475179;-0.332992486;-0.384022476;-0.42822136;-0.467371224;-0.484608252;40;90;sphagnum_P2;Rovaniemi;-0.566656936
122;rovaniemi_sphagnum_P2_vol_130;-0.332172732;-0.371207129;-0.423258933;-0.47179013;-0.500460332;-0.51749122;40;130;sphagnum_P2;Rovaniemi;-0.391341326
123;rovaniemi_sphagnum_P2_vol_175;-0.345912412;-0.386290368;-0.443343257;-0.486396695;-0.514812024;-0.531821927;40;175;sphagnum_P2;Rovaniemi;-0.320246632
124;ylitornio_sphagnum_P2_vol_45;-0.172930392;-0.224117605;-0.264264964;-0.310163289;-0.345656682;-0.362727901;40;45;sphagnum_P2;Ylitornio;-1.150884685
125;ylitornio_sphagnum_P2_vol_90;-0.217842349;-0.271186996;-0.328484034;-0.368276151;-0.402859154;-0.424175964;40;90;sphagnum_P2;Ylitornio;-0.808141851
126;ylitornio_sphagnum_P2_vol_130;-0.251960602;-0.318739514;-0.368275757;-0.407895511;-0.439678898;-0.463078754;40;130;sphagnum_P2;Ylitornio;-0.626212583
127;ylitornio_sphagnum_P2_vol_175;-0.276248251;-0.329790574;-0.37954247;-0.420181199;-0.452048154;-0.482992587;40;175;sphagnum_P2;Ylitornio;-0.581240827
128;hyrynsalmi_sphagnum_P2_vol_45;-0.195865145;-0.23028881;-0.275909256;-0.334604991;-0.372311566;-0.394261097;40;45;sphagnum_P2;Hyrynsalmi;-0.981656894
129;hyrynsalmi_sphagnum_P2_vol_90;-0.248458966;-0.300545686;-0.349189377;-0.397108907;-0.440577787;-0.463874205;40;90;sphagnum_P2;Hyrynsalmi;-0.703383268
130;hyrynsalmi_sphagnum_P2_vol_130;-0.290867677;-0.342758906;-0.395327343;-0.446043742;-0.486979016;-0.510386596;40;130;sphagnum_P2;Hyrynsalmi;-0.527549208
131;hyrynsalmi_sphagnum_P2_vol_175;-0.306421908;-0.358521379;-0.410177449;-0.461395136;-0.501233588;-0.526324698;40;175;sphagnum_P2;Hyrynsalmi;-0.46728804
132;siikajoki_sphagnum_P2_vol_45;-0.243190192;-0.297293283;-0.348816987;-0.40537109;-0.468960315;-0.496613954;40;45;sphagnum_P2;Siikajoki;-0.70418365
133;siikajoki_sphagnum_P2_vol_90;-0.31377113;-0.36222674;-0.4320715;-0.489342094;-0.537425202;-0.561351114;40;90;sphagnum_P2;Siikajoki;-0.449534264
134;siikajoki_sphagnum_P2_vol_130;-0.366144517;-0.414534745;-0.473388058;-0.536119808;-0.574586757;-0.598672503;40;130;sphagnum_P2;Siikajoki;-0.3
135;siikajoki_sphagnum_P2_vol_175;-0.390530238;-0.432712078;-0.484164398;-0.550242056;-0.58841852;-0.61285111;40;175;sphagnum_P2;Siikajoki;-0.3
136;ilomantsi_sphagnum_P2_vol_45;-0.21281073;-0.245781614;-0.281089231;-0.316574236;-0.349736236;-0.366892923;40;45;sphagnum_P2;Ilomantsi;-1.103074766
137;ilomantsi_sphagnum_P2_vol_90;-0.283658249;-0.317503299;-0.360346598;-0.399271125;-0.430007952;-0.445811189;40;90;sphagnum_P2;Ilomantsi;-0.651700274
138;ilomantsi_sphagnum_P2_vol_130;-0.316053181;-0.366591764;-0.407935369;-0.437501696;-0.465748829;-0.484671492;40;130;sphagnum_P2;Ilomantsi;-0.434340209
139;ilomantsi_sphagnum_P2_vol_175;-0.348007398;-0.385910468;-0.419969922;-0.449059288;-0.477132138;-0.497178529;40;175;sphagnum_P2;Ilomantsi;-0.310514198
140;viitasaari_sphagnum_P2_vol_45;-0.20434799;-0.237412753;-0.290105946;-0.329865954;-0.356229654;-0.370006737;40;45;sphagnum_P2;Viitasaari;-1.05274067
141;viitasaari_sphagnum_P2_vol_90;-0.266571324;-0.299488128;-0.347742387;-0.382437336;-0.411191122;-0.424674425;40;90;sphagnum_P2;Viitasaari;-0.713014073
142;viitasaari_sphagnum_P2_vol_130;-0.291430787;-0.325470735;-0.370488161;-0.436850888;-0.433701818;-0.448319983;40;130;sphagnum_P2;Viitasaari;-0.608976755
143;viitasaari_sphagnum_P2_vol_175;-0.301787713;-0.346874403;-0.410106294;-0.45112978;-0.477718188;-0.492257171;40;175;sphagnum_P2;Viitasaari;-0.509886141
144;laihia_sphagnum_P2_vol_45;-0.220835583;-0.266771241;-0.331421809;-0.372262917;-0.440591256;-0.467176412;40;45;sphagnum_P2;Laihia;-0.790977899
145;laihia_sphagnum_P2_vol_90;-0.284542158;-0.352284664;-0.41883081;-0.478737292;-0.518685573;-0.558851381;40;90;sphagnum_P2;Laihia;-0.493254858
146;laihia_sphagnum_P2_vol_130;-0.353335645;-0.40198836;-0.473960392;-0.513137481;-0.577154266;-0.624196552;40;130;sphagnum_P2;Laihia;-0.3
147;laihia_sphagnum_P2_vol_175;-0.372254455;-0.42913295;-0.489137315;-0.52946908;-0.600562715;-0.64172637;40;175;sphagnum_P2;Laihia;-0.3
148;kankaanpaa_sphagnum_P2_vol_45;-0.185514501;-0.228164819;-0.276889038;-0.313884474;-0.347269895;-0.368315852;40;45;sphagnum_P2;Kankaanpaa;-1.125944223
149;kankaanpaa_sphagnum_P2_vol_90;-0.259057792;-0.29717668;-0.347409597;-0.397787176;-0.433720809;-0.45407346;40;90;sphagnum_P2;Kankaanpaa;-0.710283952
150;kankaanpaa_sphagnum_P2_vol_130;-0.294448936;-0.357950438;-0.408552201;-0.456092429;-0.488665051;-0.509907667;40;130;sphagnum_P2;Kankaanpaa;-0.474959843
151;kankaanpaa_sphagnum_P2_vol_175;-0.321207148;-0.375463008;-0.42698295;-0.472298109;-0.504271267;-0.559535714;40;175;sphagnum_P2;Kankaanpaa;-0.406137298
152;juva_sphagnum_P2_vol_45;-0.214968234;-0.254173375;-0.318794626;-0.368685332;-0.406341561;-0.431711612;40;45;sphagnum_P2;Juva;-0.825094939
153;juva_sphagnum_P2_vol_90;-0.306000335;-0.358311532;-0.417538097;-0.467811806;-0.510152211;-0.530358058;40;90;sphagnum_P2;Juva;-0.468222742
154;juva_sphagnum_P2_vol_130;-0.36199722;-0.418628595;-0.470133902;-0.518058792;-0.560264747;-0.587157241;40;130;sphagnum_P2;Juva;-0.3
155;juva_sphagnum_P2_vol_175;-0.397935395;-0.438111333;-0.488761685;-0.534817724;-0.576670186;-0.603502475;40;175;sphagnum_P2;Juva;-0.3
156;lohja_sphagnum_P2_vol_45;-0.259216694;-0.314090402;-0.365641336;-0.414378235;-0.45675197;-0.483926901;40;45;sphagnum_P2;Lohja;-0.639316964
157;lohja_sphagnum_P2_vol_90;-0.348887204;-0.391920227;-0.444827701;-0.494723643;-0.536035408;-0.562335093;40;90;sphagnum_P2;Lohja;-0.305171824
158;lohja_sphagnum_P2_vol_130;-0.417271023;-0.454770762;-0.504649799;-0.547494922;-0.584948497;-0.608415746;40;130;sphagnum_P2;Lohja;-0.3
159;lohja_sphagnum_P2_vol_175;-0.446510901;-0.480277166;-0.534774571;-0.574879214;-0.610666016;-0.638402144;40;175;sphagnum_P2;Lohja;-0.3
160;rovaniemi_other_P1_vol_0;-0.181669769;-0.246637077;-0.332409734;-0.407171118;-0.438050302;-0.454088678;40;0;other_P1;Rovaniemi;-0.74705709
